OverallStatus,Hiretype,Title,Age,Original State,Source,IT,Joining Center,Rank,IsRotationalShift,NoticePeriod,Qualification1,Big four,hike,JoiningBonus,GoodsTransportationTravelEligibility,Stipend,Experienced,IsNoticePeriodReimbursementProvided
Joined,New Employee,0,24.15616438,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.97260274,Kerala,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.58082192,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.57534247,Gujarat,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.30136986,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,1,27.49041096,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,1,25.07123288,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,1,25.69041096,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.44109589,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.8,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.02739726,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.33424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,26.11780822,Kerala,CAMPUS,0,Bangalore,4,FALSE,1,MBA,0,100%,0,0,1,1,0
Joined,Re hire,0,23.99452055,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,MBA,0,100%,0,0,1,1,0
Joined,Re hire,1,23.29315068,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,MBA,0,100%,0,0,1,1,0
Joined,New Employee,0,23.73424658,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.73150685,West Bengal,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.96164384,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.38082192,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Grad,0,25%,0,0,0,1,0
OfferDeclined,New Employee,1,31.52328767,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Grad,0,19%,0,0,0,1,0
Joined,New Employee,1,22.09589041,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,21.4630137,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.25479452,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,0,37%,0,0,0,1,0
Joined,New Employee,1,22.14246575,Tamil Nadu,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,34.4,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,Grad,0,31%,0,0,0,1,0
Joined,New Employee,1,27.97534247,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Grad,0,30%,0,0,0,1,0
Joined,New Employee,1,21.77260274,West Bengal,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.76164384,Jharkhand,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,28.99178082,Karnataka,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,0,21%,0,0,0,1,0
Joined,New Employee,0,27.87945205,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,22.1369863,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,25.16438356,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,45.02465753,Karnataka,PORTAL,0,Bangalore,32,FALSE,2,Grad,0,35%,0,0,0,1,1
Joined,New Employee,1,24.92328767,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.62465753,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.04383562,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.89041096,Kerala,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.48493151,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.60547945,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.42191781,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,1,24.17260274,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.18082192,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,25.1369863,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,1,23.24931507,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.69589041,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.73150685,Kerala,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,23.11780822,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.49041096,Kerala,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.87671233,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,26.45753425,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.49315068,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,22.58630137,Uttar Pradesh,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.4739726,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,1,24.76986301,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.67945205,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,23.85753425,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,25.47945205,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,0,22.19726027,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.81369863,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.34246575,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,MBA,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,23.6630137,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,23.93972603,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,31.45479452,Karnataka,PORTAL,0,Bangalore,42,FALSE,2,Grad,1,22%,0,0,0,1,0
Joined,New Employee,1,21.33972603,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.4739726,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.36438356,Uttar Pradesh,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,0,25.40273973,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.3260274,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.96164384,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.91232877,Tamil Nadu,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,22.58356164,Jharkhand,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,21.55342466,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.97534247,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,22.89863014,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.52054795,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.04383562,Kerala,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,24.15342466,West Bengal,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.67123288,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.56164384,Jharkhand,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.96164384,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,0%,0,0,0,0,FALSE
Joined,New Employee,1,28.38082192,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,MBA,0,20%,0,0,0,1,0
OfferDeclined,New Employee,0,31.02739726,Karnataka,CONSULTANCY,0,Bangalore,44,FALSE,2,MBA,0,21%,0,0,0,1,0
Joined,New Employee,1,37.36164384,Karnataka,CONSULTANCY,0,Bangalore,32,FALSE,2,Grad,0,52%,0,0,0,1,0
Joined,Re hire,1,23.36986301,Karnataka,CAMPUS,1,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
OfferDeclined,New Employee,1,24.32876712,Kerala,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,0,25.10136986,Tamil Nadu,CAMPUS,1,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,24.51780822,Tamil Nadu,CAMPUS,1,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,Re hire,1,23.20273973,Uttar Pradesh,CAMPUS,1,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.4739726,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,21.86575342,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,21.24931507,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,23.02465753,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,23.33150685,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,MBA,0,100%,0,0,1,1,0
Joined,New Employee,0,21.15068493,West Bengal,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,21.10684932,Tamil Nadu,CAMPUS,0,Chennai,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,21.33150685,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,23.2109589,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,MBA,0,100%,0,0,1,1,0
Joined,New Employee,0,21.49041096,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,21.06849315,Kerala,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,23.49863014,Tamil Nadu,CAMPUS,0,Chennai,4,FALSE,1,Post Grad,0,100%,0,0,1,1,0
Joined,New Employee,0,24.19178082,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,MBA,0,100%,0,0,1,1,0
Joined,New Employee,0,20.68493151,Tamil Nadu,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
Joined,New Employee,1,24.39178082,Karnataka,WALK-IN,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.96712329,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.44657534,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.63013699,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,0,23.76164384,Tamil Nadu,CAMPUS,0,Chennai,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.09041096,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,27.81917808,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,27%,0,0,0,1,1
Joined,New Employee,1,30.76712329,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.73150685,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.98356164,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.11780822,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.35890411,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,0,24.55890411,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,100%,0,0,0,1,0
Joined,New Employee,0,25.22191781,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,37%,0,0,0,1,0
Joined,New Employee,1,22.70410959,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,29.38356164,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,0,30.75616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,26%,0,0,0,1,0
OfferDeclined,New Employee,0,26.57808219,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,43%,0,0,0,1,0
OfferDeclined,New Employee,1,22.26027397,Karnataka,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,25.00547945,Kerala,CAMPUS,0,Chennai,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.07123288,Rajasthan,CAMPUS,0,Bangalore,44,FALSE,2,Post Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,22.04109589,Tamil Nadu,CAMPUS,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,35.43835616,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,11%,0,0,0,1,0
Joined,Re hire,1,31.95342466,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,MBA,1,19%,0,0,0,1,0
Joined,Re hire,0,34.69589041,Australia,PORTAL,0,Bangalore,42,FALSE,2,CA,0,100%,0,0,0,1,0
Joined,New Employee,0,26.29315068,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,46%,0,0,0,1,0
Joined,New Employee,1,24.56164384,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,24.49041096,Kerala,PORTAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,32.2,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,24.55616438,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,23.2739726,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,1,21.24383562,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,100%,0,0,0,1,0
Joined,New Employee,0,26.30410959,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,17%,0,0,0,1,0
OfferDeclined,New Employee,1,26.26849315,Telangana,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Grad,1,54%,0,0,0,1,0
Joined,New Employee,0,38.77260274,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,43%,0,0,0,1,0
Joined,New Employee,1,28.94794521,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Post Grad,1,68%,0,0,0,1,0
Joined,New Employee,0,26.11506849,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,1,70%,0,0,0,1,0
Joined,New Employee,1,28.38082192,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,57%,0,0,0,1,0
OfferDeclined,New Employee,1,29.23287671,Andhra Pradesh,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,44%,0,0,0,1,0
Joined,New Employee,0,29.94794521,Andhra Pradesh,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,1,46%,0,0,0,1,0
Joined,Transfer,1,36.13424658,Karnataka,GDS LEAP,0,Bangalore,32,FALSE,2,Grad,1,13%,0,0,0,1,0
Joined,New Employee,0,21.19178082,Karnataka,CAMPUS,0,Bangalore,4,FALSE,1,Grad,0,100%,0,0,1,1,0
OfferDeclined,New Employee,1,36.00273973,New Delhi,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,1,39%,0,1,0,1,0
Joined,Transfer,0,29.42739726,Karnataka,GDS LEAP,0,Bangalore,42,FALSE,2,Post Grad,1,5%,0,0,0,1,0
OfferDeclined,New Employee,1,28.2630137,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Grad,1,41%,0,0,0,1,0
OfferDeclined,New Employee,0,41.40547945,Karnataka,CONSULTANCY,0,Bangalore,32,FALSE,2,Post Grad,0,18%,0,0,0,1,0
Joined,New Employee,1,29.38082192,Karnataka,PORTAL,0,Bangalore,44,FALSE,2,MBA,1,10%,0,0,0,1,0
OfferDeclined,New Employee,1,28.37534247,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,37%,0,0,0,1,0
Joined,New Employee,0,29.23835616,West Bengal,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,36%,0,1,0,1,0
Joined,New Employee,1,28.48493151,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,Grad,1,49%,0,1,0,1,0
OfferDeclined,New Employee,0,29.81369863,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,CA,1,37%,0,1,0,1,0
OfferDeclined,New Employee,1,28.43835616,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,48%,0,1,0,1,0
Joined,New Employee,1,25.17260274,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,24%,0,0,0,1,0
OfferDeclined,New Employee,0,30.35342466,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,33%,0,0,0,1,0
OfferDeclined,New Employee,0,25.43013699,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,31%,0,0,0,1,0
Joined,New Employee,1,30.85205479,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,45%,0,1,0,1,0
Joined,New Employee,1,32.77808219,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,1,30%,0,0,0,1,0
Joined,New Employee,1,24.56164384,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,Grad,0,26%,0,0,0,1,0
Joined,New Employee,0,28.35068493,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,44,FALSE,2,MBA,0,33%,0,0,0,1,0
Joined,Transfer,1,28.63835616,Karnataka,GDS LEAP,1,Bangalore,44,FALSE,2,MBA,1,5%,0,0,0,1,0
Joined,New Employee,0,28.60273973,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,40%,0,1,0,1,0
Joined,Re hire,0,35.3369863,Haryana,WALK-IN,0,Gurgaon,32,FALSE,2,CA,0,18%,0,0,0,1,0
OfferDeclined,New Employee,0,30.44383562,Kerala,PORTAL,0,Kochi,44,TRUE,2,CA,0,7%,0,0,0,1,0
Joined,New Employee,1,29.8739726,Haryana,EMPLOYEE REFERRAL,0,Gurgaon,42,FALSE,2,CA,0,26%,0,0,0,1,0
Joined,New Employee,1,31.26849315,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Post Grad,0,33%,0,0,0,1,0
Joined,New Employee,1,29.67671233,Kerala,EMPLOYEE REFERRAL,1,Kochi,42,FALSE,2,CA,0,9%,0,0,0,1,0
Joined,New Employee,0,26.32328767,Karnataka,EMPLOYEE REFERRAL,1,Bangalore,44,FALSE,2,Grad,0,40%,0,0,0,1,0
Joined,New Employee,1,28.28767123,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Grad,1,50%,0,0,0,1,0
Joined,New Employee,0,30.38356164,West Bengal,CONSULTANCY,0,Bangalore,42,FALSE,2,MBA,1,47%,0,1,0,1,0
OfferDeclined,Re hire,1,28.79178082,New Delhi,EMPLOYEE REFERRAL,0,Gurgaon,44,FALSE,2,Grad,0,15%,0,0,0,1,0
Joined,New Employee,0,28.81917808,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,MBA,1,54%,0,0,0,1,0
Joined,New Employee,1,27.24109589,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Post Grad,1,64%,0,0,0,1,0
Joined,New Employee,0,29.02739726,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Grad,1,57%,0,0,0,1,0
Joined,New Employee,0,26.24109589,West Bengal,PORTAL,0,Bangalore,44,FALSE,2,Post Grad,1,57%,0,0,0,1,0
Joined,New Employee,0,25.01369863,West Bengal,CONSULTANCY,0,Bangalore,44,FALSE,2,Grad,1,68%,0,0,0,1,0
OfferDeclined,New Employee,1,36.04657534,Kerala,CONSULTANCY,0,Kochi,32,FALSE,2,Post Grad,1,35%,0,1,0,1,0
OfferDeclined,New Employee,0,40.26027397,Kerala,CONSULTANCY,0,Kochi,32,FALSE,2,Grad,1,25%,0,0,0,1,0
Joined,New Employee,1,35.35890411,Kerala,CONSULTANCY,0,Kochi,32,FALSE,2,Grad,1,38%,0,1,0,1,0
Joined,Transfer,0,29.89041096,Georgia,Others,0,Gurgaon,42,FALSE,2,MBA,1,0%,0,0,0,0,FALSE
OfferDeclined,New Employee,0,30.04931507,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,Post Grad,0,19%,0,0,0,1,0
Joined,New Employee,0,26.58082192,Haryana,CONSULTANCY,0,Gurgaon,42,FALSE,2,Grad,0,12%,0,0,0,1,0
Joined,New Employee,1,30.82465753,Karnataka,EMPLOYEE REFERRAL,0,Bangalore,42,FALSE,2,MBA,0,33%,0,0,0,1,1
Joined,New Employee,1,33.46575342,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,25%,0,0,0,1,0
Joined,New Employee,0,28.5890411,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Grad,1,31%,0,1,0,1,0
Joined,New Employee,0,29.56712329,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,25%,0,1,0,1,0
OfferDeclined,New Employee,0,30.69863014,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,31%,0,0,0,1,0
OfferDeclined,New Employee,0,28.7369863,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
Joined,New Employee,0,30.65205479,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,31%,0,0,0,1,0
OfferDeclined,New Employee,0,30.76986301,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,33%,0,0,0,1,0
Joined,New Employee,1,28.15890411,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,31%,0,0,0,1,0
OfferDeclined,New Employee,0,34.7369863,Andhra Pradesh,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,25%,0,0,0,1,0
OfferDeclined,New Employee,1,27.40273973,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,35%,0,0,0,1,0
OfferDeclined,New Employee,1,30.81643836,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Grad,1,31%,0,0,0,1,0
OfferDeclined,New Employee,1,27.92876712,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,40%,0,0,0,1,0
Joined,New Employee,1,39.10136986,Andhra Pradesh,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,18%,0,1,0,1,0
Joined,New Employee,0,31.39726027,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,MBA,1,31%,0,0,0,1,0
OfferDeclined,New Employee,1,36.72876712,Kerala,CONSULTANCY,0,Kochi,42,FALSE,2,Post Grad,1,18%,0,0,0,1,0
